transactionid,customerid,franchiseid,datetime,product,quantity,unitprice,totalprice,paymentmethod,cardnumber
1003251,2000109,3000039,2024-05-13 08:11:05.895,Golden Gate Ginger,1,3,3,amex,345788905368274
1003305,2000090,3000039,2024-05-14 10:10:45.436,Pearly Pies,1,3,3,mastercard,2720795007586613
1001261,2000188,3000039,2024-05-13 19:16:19.934,Tokyo Tidbits,1,3,3,visa,4811432178876591
1001318,2000160,3000039,2024-05-02 20:56:01.167,Golden Gate Ginger,1,3,3,amex,370086210211869
1001399,2000178,3000039,2024-05-17 01:00:14.256,Golden Gate Ginger,1,3,3,visa,4223503125885919
1001487,2000047,3000039,2024-05-17 08:45:15.643,Outback Oatmeal,1,3,3,visa,4469609075292007
1001588,2000009,3000039,2024-05-17 08:48:21.874,Outback Oatmeal,1,3,3,mastercard,5281298629503219
1001628,2000199,3000039,2024-05-04 17:40:37.454,Outback Oatmeal,1,3,3,visa,4876994539835360
1001650,2000128,3000039,2024-05-03 14:27:27.653,Orchard Oasis,1,3,3,visa,4405345108691033
1001666,2000229,3000039,2024-05-17 08:59:33.526,Outback Oatmeal,1,3,3,mastercard,2228071528916771
1001710,2000253,3000039,2024-05-14 09:42:15.74,Golden Gate Ginger,1,3,3,mastercard,5349101250409658
1001750,2000114,3000039,2024-05-17 10:14:10.123,Pearly Pies,1,3,3,visa,4561832910352441
1001850,2000041,3000039,2024-05-06 19:00:36.137,Tokyo Tidbits,1,3,3,amex,373578091658975
1001956,2000052,3000039,2024-05-08 05:10:37.719,Tokyo Tidbits,1,3,3,amex,378139226692606
1001980,2000039,3000039,2024-05-16 13:51:37.493,Outback Oatmeal,1,3,3,amex,340289148473729
1002035,2000157,3000039,2024-05-11 18:16:08.017,Austin Almond Biscotti,1,3,3,visa,4317576521299353
1002044,2000061,3000039,2024-05-12 01:04:41.102,Tokyo Tidbits,1,3,3,amex,371385817019496
1002066,2000021,3000039,2024-05-02 21:39:00.166,Tokyo Tidbits,1,3,3,amex,378015804108340
1002072,2000297,3000039,2024-05-04 14:09:28.85,Pearly Pies,1,3,3,amex,375931957637542
1000010,2000258,3000039,2024-05-14 08:41:50.016,Outback Oatmeal,1,3,3,visa,4588919242475971
1000139,2000246,3000039,2024-05-08 08:49:08.598,Outback Oatmeal,1,3,3,amex,378235615169824
1000162,2000216,3000039,2024-05-13 01:58:04.995,Tokyo Tidbits,1,3,3,mastercard,2720329686932045
1000196,2000109,3000039,2024-05-10 05:13:13.568,Tokyo Tidbits,1,3,3,amex,344651262601177
1000206,2000046,3000039,2024-05-11 16:57:02.536,Golden Gate Ginger,1,3,3,visa,4602852840572620
1000244,2000246,3000039,2024-05-10 23:51:42.887,Golden Gate Ginger,1,3,3,mastercard,5120774477952877
1000317,2000194,3000039,2024-05-15 04:26:48.607,Pearly Pies,1,3,3,visa,4526558864014612
1000331,2000058,3000039,2024-05-15 22:04:32.969,Orchard Oasis,1,3,3,amex,345519923700762
1000361,2000052,3000039,2024-05-13 07:11:31.734,Austin Almond Biscotti,1,3,3,visa,4398674750593000
1000402,2000076,3000039,2024-05-10 08:08:47.21,Golden Gate Ginger,1,3,3,visa,4201348986995779
1000841,2000219,3000039,2024-05-11 02:12:09.625,Orchard Oasis,1,3,3,mastercard,2290273166419984
1000853,2000047,3000039,2024-05-09 15:31:33.703,Orchard Oasis,1,3,3,amex,379333640014559
1000883,2000169,3000039,2024-05-01 00:16:39.171,Outback Oatmeal,1,3,3,visa,4635281063029483
1000939,2000212,3000039,2024-05-10 05:41:29.526,Orchard Oasis,1,3,3,visa,4118636477890919
1000980,2000109,3000039,2024-05-12 10:02:03.819,Outback Oatmeal,1,3,3,amex,376416797893793
1000993,2000066,3000039,2024-05-14 04:51:08.38,Golden Gate Ginger,1,3,3,visa,4134383307311663
1001048,2000094,3000039,2024-05-17 04:57:02.781,Austin Almond Biscotti,1,3,3,amex,340844124016692
1001110,2000091,3000039,2024-05-04 06:49:56.879,Pearly Pies,1,3,3,mastercard,2720974354855646
1001117,2000186,3000039,2024-05-05 19:40:19.861,Outback Oatmeal,1,3,3,visa,4542684229084213
1001193,2000094,3000039,2024-05-03 04:35:44.344,Orchard Oasis,1,3,3,visa,4720597621376611
1002133,2000173,3000039,2024-05-07 11:35:47.135,Tokyo Tidbits,1,3,3,amex,348138978617925
1002184,2000197,3000039,2024-05-01 05:02:29.198,Orchard Oasis,1,3,3,mastercard,2234979207339846
1002225,2000216,3000039,2024-05-16 15:19:21.748,Tokyo Tidbits,1,3,3,amex,345289061719210
1002251,2000138,3000039,2024-05-15 11:01:34.534,Tokyo Tidbits,1,3,3,amex,373635393191186
1002380,2000211,3000039,2024-05-03 03:59:59.738,Pearly Pies,1,3,3,visa,4966744066043016
1002399,2000133,3000039,2024-05-16 17:12:24.248,Pearly Pies,1,3,3,amex,346881236377137
1002418,2000269,3000039,2024-05-09 05:02:41.054,Outback Oatmeal,1,3,3,mastercard,5150871867801269
1002447,2000280,3000039,2024-05-04 14:52:49.473,Outback Oatmeal,1,3,3,visa,4376798396076389
1002506,2000224,3000039,2024-05-11 11:04:38.303,Austin Almond Biscotti,1,3,3,amex,348070656886169
1002560,2000056,3000039,2024-05-06 21:43:15.231,Orchard Oasis,1,3,3,mastercard,2285408598420831
1002610,2000061,3000039,2024-05-02 14:45:08.961,Outback Oatmeal,1,3,3,visa,4746000439508699
1002740,2000163,3000039,2024-05-15 10:13:43.187,Golden Gate Ginger,1,3,3,mastercard,2378213446588369
1002767,2000070,3000039,2024-05-14 12:28:07.643,Austin Almond Biscotti,1,3,3,mastercard,2597981580442693
1002898,2000020,3000039,2024-05-16 08:58:37.344,Tokyo Tidbits,1,3,3,mastercard,2234142262648292
1000498,2000187,3000039,2024-05-12 03:14:11.525,Outback Oatmeal,1,3,3,visa,4570938652516983
1000507,2000076,3000039,2024-05-09 13:03:06.252,Pearly Pies,1,3,3,visa,4992974217979754
1000510,2000151,3000039,2024-05-16 08:17:36.912,Outback Oatmeal,1,3,3,amex,372653040694768
1000528,2000083,3000039,2024-05-15 05:46:52.88,Orchard Oasis,1,3,3,mastercard,2223613697504022
1000607,2000290,3000039,2024-05-17 01:44:31.115,Pearly Pies,1,3,3,amex,378735178292392
1000705,2000142,3000039,2024-05-11 09:57:44,Golden Gate Ginger,1,3,3,visa,4547828000260204
1000710,2000248,3000039,2024-05-15 23:29:00.123,Tokyo Tidbits,1,3,3,mastercard,5426386816285942
1000751,2000080,3000039,2024-05-15 20:44:54.389,Pearly Pies,1,3,3,mastercard,5456325478662496
1000811,2000143,3000039,2024-05-07 09:00:28.05,Tokyo Tidbits,1,3,3,amex,373578812949745
1002976,2000173,3000021,2024-05-16 11:09:07.989,Austin Almond Biscotti,6,3,18,mastercard,2256464750055597
1003008,2000089,3000021,2024-05-09 23:44:56.694,Tokyo Tidbits,8,3,24,mastercard,2321325559842751
1003011,2000173,3000021,2024-05-05 12:47:57.814,Tokyo Tidbits,20,3,60,amex,376564255786130
1003070,2000169,3000021,2024-05-10 02:12:49.723,Austin Almond Biscotti,18,3,54,amex,375111221804539
1003092,2000252,3000021,2024-05-07 00:23:51.698,Outback Oatmeal,8,3,24,amex,348922359140676
1003129,2000263,3000021,2024-05-12 18:50:46.535,Austin Almond Biscotti,18,3,54,visa,4620522677410099
1003138,2000293,3000021,2024-05-01 05:57:23.219,Austin Almond Biscotti,8,3,24,amex,343404699461026
1003146,2000022,3000021,2024-05-09 00:07:18.283,Outback Oatmeal,20,3,60,visa,4947139988198523
1003198,2000262,3000021,2024-05-13 21:17:00.457,Tokyo Tidbits,14,3,42,amex,377624611298664
1003303,2000233,3000021,2024-05-04 23:36:35.37,Austin Almond Biscotti,18,3,54,mastercard,2717013130508057
1001272,2000077,3000021,2024-05-02 20:29:15.822,Austin Almond Biscotti,16,3,48,amex,347869973414618
1001322,2000118,3000021,2024-05-16 02:43:17.285,Pearly Pies,10,3,30,mastercard,2232877465037312
1001392,2000075,3000021,2024-05-14 07:48:26.265,Pearly Pies,14,3,42,visa,4260710166208943
1001429,2000051,3000021,2024-05-05 19:57:04.275,Tokyo Tidbits,14,3,42,visa,4917887775845708
1001469,2000057,3000021,2024-05-10 01:32:36.395,Pearly Pies,18,3,54,visa,4552666432478982
1001548,2000250,3000021,2024-05-17 09:53:50.4,Tokyo Tidbits,18,3,54,amex,343923111970140
1001558,2000132,3000021,2024-05-15 21:11:11.131,Austin Almond Biscotti,16,3,48,amex,373312659644700
1001579,2000066,3000021,2024-05-14 15:24:11.274,Golden Gate Ginger,12,3,36,visa,4724045251182152
1001702,2000236,3000021,2024-05-04 03:54:56.384,Outback Oatmeal,12,3,36,mastercard,2292571894942872
1001707,2000069,3000021,2024-05-07 10:22:51.032,Outback Oatmeal,12,3,36,amex,379419175600399
1001720,2000294,3000021,2024-05-04 01:12:17.639,Austin Almond Biscotti,14,3,42,visa,4091265650210959
1001764,2000007,3000021,2024-05-12 04:55:50.181,Tokyo Tidbits,18,3,54,mastercard,2720435868727820
1001832,2000159,3000021,2024-05-01 16:27:16.434,Pearly Pies,16,3,48,visa,4973785125046814
1001904,2000001,3000021,2024-05-16 11:27:15.64,Outback Oatmeal,14,3,42,visa,4074940734993587
1001998,2000131,3000021,2024-05-14 22:05:02.574,Austin Almond Biscotti,2,3,6,mastercard,2294299094328753
1000067,2000141,3000021,2024-05-01 00:28:26.675,Orchard Oasis,16,3,48,visa,4464698114623087
1000083,2000230,3000021,2024-05-09 04:18:18.435,Tokyo Tidbits,14,3,42,visa,4333818107775194
1000170,2000156,3000021,2024-05-07 03:42:34.238,Tokyo Tidbits,18,3,54,visa,4161333579801004
1000214,2000214,3000021,2024-05-16 19:49:58.963,Orchard Oasis,16,3,48,amex,373114400691430
1000286,2000162,3000021,2024-05-07 02:21:57.735,Orchard Oasis,2,3,6,mastercard,2224154885280694
1000371,2000284,3000021,2024-05-01 20:56:50.862,Orchard Oasis,20,3,60,mastercard,2552742162997998
1000415,2000212,3000021,2024-05-13 09:47:45.096,Outback Oatmeal,16,3,48,amex,372412504390136
1000847,2000252,3000021,2024-05-03 12:02:49.444,Outback Oatmeal,12,3,36,mastercard,2370152196666421
1000894,2000295,3000021,2024-05-14 10:01:29.562,Austin Almond Biscotti,4,3,12,mastercard,2282464302939833
1000961,2000183,3000021,2024-05-09 02:09:45.314,Tokyo Tidbits,14,3,42,visa,4437930419102549
1000963,2000139,3000021,2024-05-13 14:25:14.78,Austin Almond Biscotti,16,3,48,visa,4746136309223090
1001018,2000106,3000021,2024-05-07 13:02:37.138,Outback Oatmeal,12,3,36,mastercard,2293196070842560
1001023,2000164,3000021,2024-05-04 20:19:12.442,Outback Oatmeal,6,3,18,amex,379840676537675
1001060,2000209,3000021,2024-05-14 14:52:03.636,Orchard Oasis,16,3,48,visa,4888944094760806
1001125,2000247,3000021,2024-05-01 08:05:52.432,Golden Gate Ginger,20,3,60,mastercard,2259155494991538
1001158,2000242,3000021,2024-05-13 09:36:12.765,Tokyo Tidbits,4,3,12,mastercard,5365414516437978
1001174,2000066,3000021,2024-05-06 13:16:53.392,Pearly Pies,14,3,42,amex,346554989958227
1002172,2000208,3000021,2024-05-08 10:55:16.125,Outback Oatmeal,18,3,54,mastercard,2648489267440757
1002186,2000162,3000021,2024-05-06 06:08:04.022,Pearly Pies,18,3,54,mastercard,2720942289138255
1002221,2000067,3000021,2024-05-12 13:58:57.301,Pearly Pies,16,3,48,mastercard,2226481233880141
1002263,2000186,3000021,2024-05-11 12:57:47.183,Orchard Oasis,20,3,60,amex,374236805496039
1002267,2000142,3000021,2024-05-07 12:05:08.606,Austin Almond Biscotti,8,3,24,mastercard,5295969717531940
1002289,2000030,3000021,2024-05-01 10:56:18.216,Pearly Pies,10,3,30,mastercard,2239716708084033
1002316,2000294,3000021,2024-05-14 08:28:31.693,Tokyo Tidbits,10,3,30,amex,374303816036699
1002457,2000201,3000021,2024-05-11 05:28:46.331,Outback Oatmeal,18,3,54,mastercard,2719564938664896
1002461,2000296,3000021,2024-05-08 14:10:01.008,Tokyo Tidbits,12,3,36,amex,379538559430006
1002466,2000056,3000021,2024-05-09 05:54:39.58,Tokyo Tidbits,2,3,6,mastercard,2590418693212033
1002777,2000210,3000021,2024-05-11 10:46:25.718,Tokyo Tidbits,4,3,12,amex,375742470871371
1002792,2000178,3000021,2024-05-07 01:30:16.443,Pearly Pies,14,3,42,mastercard,5124507138855139
1002837,2000095,3000021,2024-05-10 00:10:26.265,Tokyo Tidbits,14,3,42,mastercard,2538851274873283
1002840,2000033,3000021,2024-05-17 11:21:41.883,Golden Gate Ginger,18,3,54,visa,4247769516167942
1002843,2000299,3000021,2024-05-10 02:44:21.575,Golden Gate Ginger,12,3,36,mastercard,2282536099509620
1002850,2000212,3000021,2024-05-01 13:34:37.198,Pearly Pies,6,3,18,amex,341748509245462
1000417,2000008,3000021,2024-05-16 17:19:52.515,Orchard Oasis,4,3,12,amex,372510416515060
1000420,2000092,3000021,2024-05-02 23:25:10.035,Tokyo Tidbits,16,3,48,mastercard,5466693862097977
1000636,2000063,3000021,2024-05-16 04:43:49.686,Orchard Oasis,12,3,36,amex,346451425368030
1000729,2000173,3000021,2024-05-03 15:29:43.919,Tokyo Tidbits,10,3,30,amex,346364184373853
1000730,2000010,3000021,2024-05-07 02:34:19.28,Tokyo Tidbits,16,3,48,visa,4938747150373939
1000764,2000111,3000021,2024-05-01 15:30:35.379,Tokyo Tidbits,16,3,48,visa,4918322465690684
1002919,2000043,3000002,2024-05-04 09:39:00.162,Orchard Oasis,4,3,12,mastercard,5154050703379048
1002933,2000291,3000002,2024-05-11 18:30:12.746,Tokyo Tidbits,16,3,48,visa,4465156763639317
1002999,2000231,3000002,2024-05-11 06:17:21.129,Orchard Oasis,2,3,6,amex,378777256381283
1003172,2000167,3000002,2024-05-15 08:44:29.202,Outback Oatmeal,14,3,42,visa,4207693691096452
1003217,2000098,3000002,2024-05-11 20:05:39.684,Outback Oatmeal,4,3,12,mastercard,2298865226672056
1003231,2000019,3000002,2024-05-03 00:40:26.035,Tokyo Tidbits,16,3,48,visa,4238441713592659
1001285,2000044,3000002,2024-05-05 16:42:12.577,Golden Gate Ginger,16,3,48,amex,374505650801042
1001295,2000161,3000002,2024-05-11 08:21:32.715,Golden Gate Ginger,16,3,48,mastercard,2637655572135240
1001421,2000004,3000002,2024-05-01 16:31:37.803,Pearly Pies,16,3,48,visa,4148990404589126
1001453,2000146,3000002,2024-05-02 14:14:17.69,Golden Gate Ginger,10,3,30,mastercard,2499852066770239
1001466,2000136,3000002,2024-05-14 05:51:50.691,Austin Almond Biscotti,16,3,48,mastercard,2278314833931385
1001468,2000120,3000002,2024-05-02 08:00:12.029,Tokyo Tidbits,2,3,6,mastercard,2239738988592097
1001554,2000274,3000002,2024-05-17 04:47:03.338,Tokyo Tidbits,10,3,30,visa,4429589505627809
1001596,2000136,3000002,2024-05-12 21:27:54.007,Outback Oatmeal,14,3,42,amex,377390535708531
1001652,2000054,3000002,2024-05-09 16:27:53.034,Austin Almond Biscotti,20,3,60,visa,4859400064015783
1001685,2000206,3000002,2024-05-10 12:13:09.484,Tokyo Tidbits,8,3,24,amex,376770181872296
1001711,2000129,3000002,2024-05-16 10:08:36.787,Austin Almond Biscotti,12,3,36,visa,4546420494761664
1001737,2000030,3000002,2024-05-06 12:08:53.256,Tokyo Tidbits,2,3,6,visa,4415612920079392
1001774,2000137,3000002,2024-05-07 14:50:06.722,Tokyo Tidbits,16,3,48,mastercard,2227429142849110
1001803,2000034,3000002,2024-05-13 11:07:58.062,Golden Gate Ginger,6,3,18,mastercard,2391622285930305
1001846,2000127,3000002,2024-05-13 21:25:13.294,Orchard Oasis,14,3,42,visa,4518307130990837
1001884,2000275,3000002,2024-05-04 14:44:03.52,Orchard Oasis,4,3,12,visa,4631004979235810
1001887,2000203,3000002,2024-05-14 10:52:50.056,Outback Oatmeal,12,3,36,mastercard,2248548690348384
1001969,2000247,3000002,2024-05-15 15:19:19.8,Pearly Pies,18,3,54,mastercard,2241930487065073
1002054,2000026,3000002,2024-05-17 04:38:19.665,Austin Almond Biscotti,16,3,48,amex,344301659921453
1002058,2000228,3000002,2024-05-12 23:20:13.194,Austin Almond Biscotti,6,3,18,amex,376683088582712
1000030,2000271,3000002,2024-05-13 05:39:59.716,Pearly Pies,14,3,42,amex,343134400216068
1000059,2000205,3000002,2024-05-10 08:32:12.646,Orchard Oasis,4,3,12,amex,341857674240586
1000060,2000027,3000002,2024-05-01 05:23:32.357,Outback Oatmeal,10,3,30,mastercard,2440517540754741
1000187,2000158,3000002,2024-05-07 16:53:19.166,Austin Almond Biscotti,20,3,60,amex,344225307518785
1000208,2000162,3000002,2024-05-14 11:50:44.957,Golden Gate Ginger,14,3,42,amex,372024767632698
1000272,2000197,3000002,2024-05-14 08:28:25.36,Orchard Oasis,2,3,6,visa,4097144497544694
1000273,2000007,3000002,2024-05-12 18:39:27.073,Pearly Pies,10,3,30,visa,4885964310328470
1000294,2000295,3000002,2024-05-14 16:48:32.06,Pearly Pies,12,3,36,mastercard,2330891419496160
1000320,2000152,3000002,2024-05-02 09:34:57.144,Outback Oatmeal,12,3,36,visa,4426094572968452
1000343,2000223,3000002,2024-05-12 11:42:56.597,Golden Gate Ginger,4,3,12,mastercard,2267407068878082
1000384,2000270,3000002,2024-05-12 19:41:48.476,Outback Oatmeal,6,3,18,amex,375681657684316
1000395,2000117,3000002,2024-05-08 03:25:52.158,Austin Almond Biscotti,4,3,12,mastercard,2230607087484317
1000411,2000290,3000002,2024-05-15 20:13:16.056,Tokyo Tidbits,20,3,60,visa,4470723515697258
1000891,2000201,3000002,2024-05-13 19:54:16.251,Orchard Oasis,16,3,48,visa,4085175075517276
1000901,2000194,3000002,2024-05-06 01:09:44.928,Outback Oatmeal,4,3,12,mastercard,2719952273971093
1000911,2000129,3000002,2024-05-10 19:18:03.857,Austin Almond Biscotti,8,3,24,mastercard,2720067326832833
1001047,2000092,3000002,2024-05-01 22:22:37.483,Outback Oatmeal,10,3,30,visa,4077423534873686
1001088,2000182,3000002,2024-05-10 21:10:04.77,Outback Oatmeal,2,3,6,visa,4955344433470118
1001224,2000028,3000002,2024-05-08 17:48:50.99,Golden Gate Ginger,10,3,30,visa,4126078707393721
1001246,2000142,3000002,2024-05-10 10:53:42.689,Tokyo Tidbits,20,3,60,mastercard,5224992391913990
1002084,2000195,3000002,2024-05-16 12:36:59.93,Outback Oatmeal,10,3,30,mastercard,2278825933375280
1002090,2000136,3000002,2024-05-13 00:33:22.484,Tokyo Tidbits,14,3,42,visa,4224564433757264
1002178,2000193,3000002,2024-05-04 23:27:44.296,Orchard Oasis,12,3,36,mastercard,2245628860241909
1002179,2000268,3000002,2024-05-14 15:57:34.31,Austin Almond Biscotti,12,3,36,mastercard,2280187953159011
1002188,2000298,3000002,2024-05-07 01:41:59.817,Orchard Oasis,18,3,54,mastercard,5533705408040649
1002265,2000297,3000002,2024-05-04 14:30:12.471,Orchard Oasis,12,3,36,amex,376579286574131
1002280,2000205,3000002,2024-05-15 21:18:55.268,Pearly Pies,14,3,42,mastercard,5102579971123277
1002319,2000228,3000002,2024-05-17 01:25:47.18,Austin Almond Biscotti,4,3,12,visa,4873103708896194
1002344,2000145,3000002,2024-05-02 06:44:46.551,Orchard Oasis,16,3,48,visa,4852115924472852
1002360,2000291,3000002,2024-05-10 18:43:18.657,Golden Gate Ginger,20,3,60,mastercard,2719401825042318
1002425,2000277,3000002,2024-05-01 17:56:19.327,Golden Gate Ginger,6,3,18,visa,4764963660981371
1002481,2000083,3000002,2024-05-09 12:45:11.336,Austin Almond Biscotti,16,3,48,amex,371139705564836
1002510,2000216,3000002,2024-05-10 23:31:46.291,Tokyo Tidbits,14,3,42,visa,4225037541105287
1002538,2000095,3000002,2024-05-08 22:47:43.817,Outback Oatmeal,4,3,12,amex,371928050146730
1002548,2000178,3000002,2024-05-11 04:06:17.079,Pearly Pies,12,3,36,visa,4520438839207193
1002590,2000060,3000002,2024-05-08 11:37:20.011,Golden Gate Ginger,2,3,6,visa,4583755198699221
1002591,2000101,3000002,2024-05-08 17:37:40.334,Golden Gate Ginger,8,3,24,mastercard,2257410463686326
1002597,2000018,3000002,2024-05-04 02:29:19.727,Pearly Pies,6,3,18,amex,376842708733861
1002621,2000273,3000002,2024-05-09 01:12:45.516,Austin Almond Biscotti,18,3,54,mastercard,2228403336009582
1002647,2000033,3000002,2024-05-08 11:19:25.73,Austin Almond Biscotti,10,3,30,visa,4223983603037342
1002659,2000133,3000002,2024-05-06 17:30:10.827,Orchard Oasis,6,3,18,visa,4105076701634210
1002709,2000071,3000002,2024-05-02 02:07:23.125,Tokyo Tidbits,4,3,12,amex,344580240512240
1002737,2000263,3000002,2024-05-16 04:37:58.595,Austin Almond Biscotti,12,3,36,visa,4558907349580278
1002793,2000177,3000002,2024-05-17 01:41:50.048,Outback Oatmeal,12,3,36,mastercard,5486475588232799
1002823,2000235,3000002,2024-05-10 20:44:49.264,Austin Almond Biscotti,12,3,36,mastercard,2716433859326864
1002860,2000254,3000002,2024-05-15 03:37:16.317,Orchard Oasis,20,3,60,mastercard,5380414529204697
1002870,2000195,3000002,2024-05-01 07:37:15.783,Tokyo Tidbits,16,3,48,amex,379696461454702
1002908,2000065,3000002,2024-05-11 15:42:10.119,Outback Oatmeal,8,3,24,amex,372246102613774
1000524,2000122,3000002,2024-05-04 21:51:32.636,Tokyo Tidbits,20,3,60,amex,345473608619493
1000815,2000185,3000002,2024-05-16 19:31:38.672,Golden Gate Ginger,4,3,12,amex,347654553440203
1002917,2000076,3000000,2024-05-08 17:05:25.266,Austin Almond Biscotti,6,3,18,visa,4876919202074088
1002956,2000010,3000000,2024-05-13 03:30:38.365,Outback Oatmeal,14,3,42,mastercard,5360494918428358
1002968,2000181,3000000,2024-05-05 13:12:23.495,Tokyo Tidbits,4,3,12,amex,345238187283734
1002979,2000271,3000000,2024-05-06 06:03:00.175,Tokyo Tidbits,6,3,18,mastercard,2278641632795409
1003009,2000194,3000000,2024-05-09 22:11:28.218,Austin Almond Biscotti,16,3,48,amex,349121508929191
1003012,2000186,3000000,2024-05-02 21:04:19.595,Tokyo Tidbits,10,3,30,mastercard,2311860853221122
1003026,2000076,3000000,2024-05-05 21:22:13.451,Golden Gate Ginger,16,3,48,mastercard,2720155012307911
1003079,2000082,3000000,2024-05-03 15:16:10.035,Outback Oatmeal,14,3,42,mastercard,5420059615311674
1003109,2000231,3000000,2024-05-15 21:30:07.436,Outback Oatmeal,2,3,6,mastercard,2535457232143729
1003184,2000197,3000000,2024-05-02 04:48:06.344,Golden Gate Ginger,16,3,48,visa,4745952846461618
1003199,2000078,3000000,2024-05-13 07:28:46.91,Austin Almond Biscotti,16,3,48,mastercard,2286451558196123
